CropType,LoanName,Location,LandType,LandSize,Income
Pulses,NABARD Loan,Raichur,Dryland,2.33,21718
Floriculture,NABARD Loan,Doddaballapura,Polyhouse,0.82,70365
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,2.59,58433
Millets,Organic Farming Loan,Tumakuru,Dryland,5.21,20559
Floriculture,NABARD Loan,Bengaluru Urban,Irrigated,1.67,62996
Rice,Crop Loan,Raichur,Irrigated,1.82,35899
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.59,77584
Mango,Horticulture Loan,Kolar,Dryland,1.95,43051
Silk,Sericulture Loan,Kolar,Dryland,1.06,62682
Floriculture,Floriculture Loan,Doddaballapura,Irrigated,1.86,71341
Wheat,Crop Loan,Bagalkot,Dryland,3.1,27240
Floriculture,NABARD Loan,Doddaballapura,Irrigated,1.42,60399
Banana,Horticulture Loan,Mysuru,Irrigated,1.71,48643
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,1.89,41783
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,3.28,26715
Silk,NABARD Loan,Chikkaballapur,Irrigated,2.6,66102
Millets,PM Kisan Loan,Koppal,Dryland,4.01,21255
Coffee,Horticulture Loan,Hassan,Black cotton soil land,1.05,88565
Silk,Sericulture Loan,Kolar,Irrigated,1.05,62495
Sugarcane,Irrigation Loan,Mysuru,Irrigated,5.95,53900
Organic Vegetables,Organic Farming Loan,Mysuru,Irrigated,2.13,44950
Millets,PM Kisan Loan,Tumakuru,Dryland,2.82,20154
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.42,77888
Sugarcane,Irrigation Loan,Mandya,Irrigated,4.57,46609
Rice,Kisan Credit Card,Mandya,Wetland,1.64,35595
Banana,Horticulture Loan,Mandya,Wetland,2.27,43258
Wheat,Crop Loan,Kalaburagi,Dryland,2.95,28323
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.88,98459
Wheat,PM Kisan Loan,Kalaburagi,Dryland,1.97,34716
Maize,Farm Mechanization Loan,Chikkaballapur,Dryland,2.61,25181
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,2.2,46823
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.11,90837
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,2.12,95901
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,1.16,38860
Pulses,NABARD Loan,Raichur,Dryland,3.62,24159
Millets,Soil Health Card Loan,Ballari,Rainfed,2.65,16898
Pulses,PM Kisan Loan,Bidar,Rainfed,1.41,23294
Coconut,Plantation Loan,Udupi,Coastal loamy,2.02,42349
Organic Vegetables,Organic Farming Loan,Mysuru,Irrigated,1.57,44911
Coffee,Horticulture Loan,Chikkamagaluru,Wetland,1.56,65652
Millets,Organic Farming Loan,Koppal,Dryland,5.53,19701
Wheat,Crop Loan,Kalaburagi,Dryland,3.04,29801
Coconut,Agri Infrastructure Loan,Tumakuru,Irrigated,2.41,41694
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,2.21,38316
Floriculture,Floriculture Loan,Tumakuru,Polyhouse,1.55,57002
Coconut,Plantation Loan,Tumakuru,Irrigated,3.09,48115
Mango,Organic Farming Loan,Ramanagara,Black cotton soil land,3.03,52273
Pulses,PM Kisan Loan,Dharwad,Dryland,2.39,21109
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.92,58287
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.57,21033
Sugarcane,Irrigation Loan,Belagavi,Irrigated,3.05,47567
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.59,81303
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,1.97,47901
Organic Vegetables,Horticulture Loan,Dharwad,Irrigated,1.86,36879
Mango,Organic Farming Loan,Ramanagara,Dryland,3.55,56155
Groundnut,Organic Farming Loan,Bengaluru Rural,Black cotton soil land,4.83,22327
Millets,Organic Farming Loan,Chitradurga,Rainfed,4.86,17853
Sugarcane,Agricultural Term Loan,Mandya,Black cotton soil land,3.59,51151
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,3.22,53268
Rice,Kisan Credit Card,Raichur,Wetland,3.03,34523
Mango,Horticulture Loan,Chikkaballapur,Dryland,2.5,39598
Mango,Organic Farming Loan,Ramanagara,Dryland,3.28,47294
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,3.03,52621
Maize,Crop Loan,Chikkaballapur,Dryland,3.9,33654
Millets,Organic Farming Loan,Chitradurga,Rainfed,3.17,21742
Silk,Agricultural Term Loan,Chikkaballapur,Dryland,2.14,51615
Sugarcane,Farm Mechanization Loan,Belagavi,Black cotton soil land,5.24,56932
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,1.11,46326
Banana,Horticulture Loan,Mandya,Wetland,2.28,53107
Wheat,Crop Loan,Vijayapura,Dryland,3.47,34416
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,1.96,67842
Coconut,Plantation Loan,Tumakuru,Coastal loamy,3.05,57235
Wheat,PM Kisan Loan,Vijayapura,Dryland,3.78,29605
Coconut,Agri Infrastructure Loan,Tumakuru,Coastal loamy,1.13,50520
Floriculture,NABARD Loan,Tumakuru,Irrigated,1.38,64424
Rice,Kisan Credit Card,Raichur,Wetland,2.52,35033
Cotton,Crop Loan,Ballari,Black cotton soil land,4.58,40399
Millets,Soil Health Card Loan,Chitradurga,Rainfed,2.25,18164
Beekeeping,Apiculture Loan,Shivamogga,Dryland,0.98,52964
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,2.3,60308
Millets,PM Kisan Loan,Ballari,Rainfed,5.7,15765
Coconut,Plantation Loan,Tumakuru,Coastal loamy,1.41,42464
Silk,NABARD Loan,Kolar,Dryland,2.11,56127
Pulses,PM Kisan Loan,Bidar,Dryland,3.28,20061
Groundnut,Organic Farming Loan,Tumakuru,Dryland,2.61,28602
Mango,Horticulture Loan,Chikkaballapur,Black cotton soil land,3.72,39585
Silk,NABARD Loan,Kolar,Dryland,2.09,74241
Coffee,Plantation Development Loan,Kodagu,Wetland,1.67,66838
Groundnut,Crop Loan,Bengaluru Rural,Dryland,4.46,27490
Silk,NABARD Loan,Ramanagara,Irrigated,1.42,52788
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,2.28,70784
Pulses,NABARD Loan,Gadag,Dryland,3.67,20832
Floriculture,Floriculture Loan,Bengaluru Urban,Polyhouse,1.81,54150
Sugarcane,Irrigation Loan,Bagalkot,Black cotton soil land,4.84,45709
Millets,PM Kisan Loan,Ballari,Dryland,2.33,15380
Silk,Agricultural Term Loan,Chikkaballapur,Dryland,1.95,60178
Sugarcane,Farm Mechanization Loan,Belagavi,Irrigated,4.0,47748
Sugarcane,Agricultural Term Loan,Belagavi,Black cotton soil land,3.36,50794
Coffee,Horticulture Loan,Kodagu,Wetland,1.32,66615
Groundnut,Crop Loan,Tumakuru,Black cotton soil land,3.62,26465
Millets,Soil Health Card Loan,Ballari,Dryland,5.23,21149
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,1.33,42848
Silk,Agricultural Term Loan,Kolar,Dryland,1.91,55840
Sugarcane,Agricultural Term Loan,Belagavi,Black cotton soil land,3.51,54879
Rice,Kisan Credit Card,Mysuru,Irrigated,3.87,32483
Mango,Horticulture Loan,Kolar,Black cotton soil land,3.77,58666
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.12,97725
Mango,Horticulture Loan,Ramanagara,Dryland,2.0,55849
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.96,84063
Millets,Soil Health Card Loan,Tumakuru,Rainfed,4.89,19064
Beekeeping,Apiculture Loan,Kodagu,Forest edge,0.86,50566
Silk,Agricultural Term Loan,Ramanagara,Dryland,1.96,71634
Pulses,NABARD Loan,Bidar,Rainfed,2.15,23271
Sugarcane,Farm Mechanization Loan,Bagalkot,Black cotton soil land,3.6,46600
Wheat,PM Kisan Loan,Bagalkot,Irrigated,4.41,25763
Organic Vegetables,Horticulture Loan,Tumakuru,Dryland,1.7,46197
Silk,Sericulture Loan,Chikkaballapur,Dryland,2.07,55100
Maize,Farm Mechanization Loan,Chikkaballapur,Dryland,3.9,26016
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,0.65,98978
Floriculture,NABARD Loan,Doddaballapura,Polyhouse,0.59,69412
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.17,71414
Groundnut,Organic Farming Loan,Tumakuru,Dryland,2.72,28765
Banana,Irrigation Loan,Mysuru,Irrigated,2.51,50862
Rice,Kisan Credit Card,Mysuru,Wetland,2.34,38686
Cotton,Pest Management Loan,Ballari,Black cotton soil land,2.01,34863
Organic Vegetables,Organic Farming Loan,Tumakuru,Irrigated,2.64,37333
Millets,PM Kisan Loan,Koppal,Rainfed,5.66,17013
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,3.04,49517
Sugarcane,Irrigation Loan,Belagavi,Black cotton soil land,4.6,58496
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.38,95987
Sugarcane,Irrigation Loan,Mandya,Black cotton soil land,3.84,57460
Groundnut,Organic Farming Loan,Tumakuru,Black cotton soil land,2.19,29324
Millets,Organic Farming Loan,Koppal,Dryland,2.13,19244
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.13,74163
Maize,Farm Mechanization Loan,Gadag,Dryland,4.06,28406
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,1.51,28371
Millets,PM Kisan Loan,Tumakuru,Rainfed,2.89,15663
Pulses,PM Kisan Loan,Gadag,Rainfed,3.62,19174
Coffee,Plantation Development Loan,Chikkamagaluru,Wetland,1.14,70441
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,1.29,43401
Beekeeping,Apiculture Loan,Shivamogga,Dryland,1.01,58384
Sugarcane,Farm Mechanization Loan,Belagavi,Black cotton soil land,3.68,52947
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,1.26,48242
Rice,Crop Loan,Shivamogga,Wetland,3.11,36017
Banana,Horticulture Loan,Mandya,Wetland,3.11,50786
Pulses,PM Kisan Loan,Bidar,Dryland,1.72,19259
Maize,Farm Mechanization Loan,Gadag,Dryland,2.6,29892
Millets,Organic Farming Loan,Tumakuru,Dryland,4.67,16595
Rice,Irrigation Loan,Raichur,Irrigated,2.83,38815
Mango,Horticulture Loan,Ramanagara,Dryland,2.85,51325
Banana,Irrigation Loan,Mysuru,Wetland,3.32,40360
Coffee,Horticulture Loan,Kodagu,Wetland,1.25,64837
Millets,Organic Farming Loan,Koppal,Rainfed,3.79,18222
Floriculture,Floriculture Loan,Tumakuru,Irrigated,1.27,63546
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,0.5,97422
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.24,81671
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,1.22,65641
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,2.2,95085
Floriculture,Floriculture Loan,Bengaluru Urban,Polyhouse,1.46,51234
Sugarcane,Agricultural Term Loan,Bagalkot,Black cotton soil land,3.39,54342
Wheat,PM Kisan Loan,Kalaburagi,Dryland,3.17,31820
Millets,Soil Health Card Loan,Chitradurga,Dryland,4.12,20174
Mango,Organic Farming Loan,Chikkaballapur,Dryland,3.54,37572
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.01,61848
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,2.24,94246
Rice,Kisan Credit Card,Shivamogga,Wetland,3.11,38160
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.41,79179
Wheat,Crop Loan,Vijayapura,Irrigated,2.76,27448
Coconut,Plantation Loan,Tumakuru,Coastal loamy,2.71,49233
Rice,Irrigation Loan,Mandya,Irrigated,3.54,39714
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,3.68,41027
Mango,Horticulture Loan,Kolar,Dryland,2.64,55813
Mango,Horticulture Loan,Kolar,Dryland,1.55,51785
Mango,Organic Farming Loan,Kolar,Dryland,1.81,46551
Millets,Soil Health Card Loan,Ballari,Rainfed,3.19,15451
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,1.52,58162
Coffee,NABARD Loan,Chikkamagaluru,Black cotton soil land,1.87,72257
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.93,62622
Banana,Horticulture Loan,Mandya,Irrigated,2.25,50880
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,3.37,48384
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,3.68,30036
Groundnut,Crop Loan,Tumakuru,Black cotton soil land,3.88,28638
Floriculture,Floriculture Loan,Bengaluru Urban,Polyhouse,1.95,61577
Mango,Horticulture Loan,Kolar,Black cotton soil land,2.77,58685
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,2.94,46164
Coffee,NABARD Loan,Kodagu,Black cotton soil land,1.69,66723
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,1.1,79796
Sugarcane,Farm Mechanization Loan,Mysuru,Irrigated,3.57,55880
Groundnut,Crop Loan,Tumakuru,Black cotton soil land,3.11,22870
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.89,25850
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,2.15,85675
Silk,Sericulture Loan,Chikkaballapur,Irrigated,2.36,73065
Coconut,Agri Infrastructure Loan,Tumakuru,Irrigated,2.88,52297
Organic Vegetables,Organic Farming Loan,Mysuru,Irrigated,1.16,44199
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.99,92811
Pulses,Organic Farming Loan,Gadag,Rainfed,3.2,18080
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,3.73,33991
Pulses,NABARD Loan,Gadag,Rainfed,2.07,23773
Coconut,Plantation Loan,Udupi,Irrigated,1.82,42728
Cotton,Kisan Credit Card,Gadag,Dryland,3.62,32743
Wheat,Crop Loan,Bagalkot,Dryland,2.53,30621
Rice,Crop Loan,Mandya,Irrigated,2.02,35991
Groundnut,Crop Loan,Bengaluru Rural,Black cotton soil land,3.25,30178
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,4.34,27631
Beekeeping,Agri Clinic Loan,Kodagu,Dryland,1.78,64146
Wheat,PM Kisan Loan,Bagalkot,Dryland,2.49,28215
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,1.72,44237
Maize,Crop Loan,Davanagere,Rainfed,4.89,25381
Cotton,Kisan Credit Card,Ballari,Dryland,2.89,42578
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,1.45,60630
Mango,Horticulture Loan,Kolar,Black cotton soil land,2.44,39498
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,3.3,30960
Groundnut,Crop Loan,Bengaluru Rural,Dryland,4.19,31697
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.03,74021
Pulses,NABARD Loan,Raichur,Rainfed,1.8,20415
Millets,PM Kisan Loan,Tumakuru,Rainfed,3.85,18106
Pulses,Organic Farming Loan,Raichur,Dryland,2.36,20968
Cotton,Pest Management Loan,Dharwad,Black cotton soil land,3.81,35093
Coffee,Plantation Development Loan,Kodagu,Wetland,1.15,79789
Maize,Farm Mechanization Loan,Chikkaballapur,Dryland,2.25,30094
Floriculture,NABARD Loan,Doddaballapura,Polyhouse,1.81,61717
Wheat,Crop Loan,Bagalkot,Irrigated,2.45,29472
Organic Vegetables,Organic Farming Loan,Dharwad,Dryland,1.79,40382
Coffee,NABARD Loan,Kodagu,Black cotton soil land,1.59,76085
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,2.33,20594
Organic Vegetables,Organic Farming Loan,Dharwad,Dryland,1.69,43450
Silk,NABARD Loan,Ramanagara,Irrigated,1.18,71407
Organic Vegetables,Organic Farming Loan,Tumakuru,Dryland,1.73,41397
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,2.12,44482
Silk,Sericulture Loan,Kolar,Dryland,2.36,64703
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.02,91692
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.27,79641
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.26,46959
Floriculture,Floriculture Loan,Tumakuru,Irrigated,1.44,60555
Cotton,Crop Loan,Haveri,Black cotton soil land,3.76,36880
Banana,Horticulture Loan,Hassan,Wetland,2.97,40680
Beekeeping,Apiculture Loan,Shivamogga,Dryland,1.32,61161
Coffee,Plantation Development Loan,Kodagu,Wetland,0.5,76130
Millets,PM Kisan Loan,Tumakuru,Dryland,3.46,18152
Coffee,Plantation Development Loan,Hassan,Wetland,1.97,73106
Coconut,Agri Infrastructure Loan,Udupi,Coastal loamy,3.34,47991
Banana,Horticulture Loan,Mysuru,Irrigated,2.86,44314
Cotton,Crop Loan,Ballari,Dryland,4.45,36647
Groundnut,Crop Loan,Bengaluru Rural,Black cotton soil land,4.95,24019
Coconut,Plantation Loan,Tumakuru,Irrigated,1.49,56077
Coconut,Plantation Loan,Tumakuru,Irrigated,2.74,50618
Wheat,Crop Loan,Kalaburagi,Dryland,2.27,29121
Groundnut,Crop Loan,Tumakuru,Dryland,4.31,23676
Mango,Horticulture Loan,Chikkaballapur,Dryland,2.94,47146
Silk,NABARD Loan,Kolar,Dryland,1.73,53323
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,0.62,68054
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,2.29,88213
Cotton,Kisan Credit Card,Gadag,Black cotton soil land,3.62,32117
Millets,Organic Farming Loan,Koppal,Dryland,3.26,15345
Banana,Irrigation Loan,Mandya,Irrigated,3.22,48291
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,1.41,46013
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,1.73,63053
Maize,Crop Loan,Chikkaballapur,Rainfed,2.73,29814
Banana,Horticulture Loan,Hassan,Wetland,2.47,44199
Organic Vegetables,Organic Farming Loan,Dharwad,Dryland,2.09,48452
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,3.01,32313
Wheat,PM Kisan Loan,Vijayapura,Dryland,3.88,34570
Coffee,Plantation Development Loan,Chikkamagaluru,Black cotton soil land,1.8,85362
Silk,NABARD Loan,Ramanagara,Irrigated,1.81,70829
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,0.55,89084
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.78,97543
Banana,Irrigation Loan,Mysuru,Irrigated,2.11,41352
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.06,82736
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.05,81372
Mango,Organic Farming Loan,Kolar,Black cotton soil land,3.37,53134
Sugarcane,Farm Mechanization Loan,Mysuru,Irrigated,2.37,54010
Maize,Farm Mechanization Loan,Davanagere,Dryland,4.08,34433
Sugarcane,Irrigation Loan,Mysuru,Irrigated,5.69,49027
Wheat,PM Kisan Loan,Vijayapura,Irrigated,2.59,27725
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.29,76381
Banana,Irrigation Loan,Hassan,Irrigated,2.96,41066
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,0.55,76880
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.99,79696
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.23,73012
Mango,Horticulture Loan,Chikkaballapur,Dryland,3.14,41008
Organic Vegetables,Horticulture Loan,Tumakuru,Irrigated,1.89,40808
Millets,PM Kisan Loan,Tumakuru,Rainfed,4.04,15372
Floriculture,Floriculture Loan,Tumakuru,Irrigated,1.77,68834
Mango,Organic Farming Loan,Kolar,Black cotton soil land,3.75,37682
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,1.25,49659
Beekeeping,Agri Clinic Loan,Shivamogga,Forest edge,1.8,64147
Pulses,PM Kisan Loan,Gadag,Dryland,1.74,24325
Maize,Crop Loan,Gadag,Dryland,5.0,21308
Banana,Irrigation Loan,Mysuru,Wetland,2.23,47283
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.92,94479
Mango,Organic Farming Loan,Kolar,Dryland,1.3,35900
Millets,Organic Farming Loan,Koppal,Dryland,4.43,21079
Rice,Crop Loan,Mysuru,Irrigated,1.16,33248
Pulses,PM Kisan Loan,Raichur,Rainfed,1.33,21944
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,2.19,72261
Maize,Crop Loan,Gadag,Dryland,2.96,32590
Organic Vegetables,Organic Farming Loan,Tumakuru,Irrigated,1.29,40186
Wheat,PM Kisan Loan,Vijayapura,Irrigated,4.45,31405
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,1.38,73173
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,1.74,51775
Maize,Farm Mechanization Loan,Davanagere,Rainfed,4.15,34157
Groundnut,Organic Farming Loan,Bengaluru Rural,Black cotton soil land,2.6,26341
Silk,Agricultural Term Loan,Chikkaballapur,Irrigated,2.84,68840
Sugarcane,Irrigation Loan,Mysuru,Irrigated,2.48,49025
Floriculture,NABARD Loan,Doddaballapura,Polyhouse,1.22,50422
Mango,Organic Farming Loan,Kolar,Dryland,3.09,37763
Wheat,PM Kisan Loan,Kalaburagi,Dryland,3.36,29250
Rice,Irrigation Loan,Raichur,Irrigated,3.61,34489
Pulses,Organic Farming Loan,Dharwad,Dryland,3.8,19274
Cotton,Kisan Credit Card,Ballari,Dryland,4.71,43617
Rice,Kisan Credit Card,Mandya,Wetland,1.45,33118
Mango,Organic Farming Loan,Kolar,Dryland,3.54,41763
Pulses,PM Kisan Loan,Dharwad,Dryland,1.7,23458
Millets,Soil Health Card Loan,Chitradurga,Rainfed,5.97,19986
Rice,Kisan Credit Card,Mysuru,Irrigated,3.82,39673
Coffee,Horticulture Loan,Kodagu,Wetland,1.1,84411
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.93,70131
Floriculture,Floriculture Loan,Tumakuru,Irrigated,0.5,57284
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,2.09,30366
Maize,Farm Mechanization Loan,Gadag,Rainfed,2.17,32032
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.84,96029
Wheat,PM Kisan Loan,Bagalkot,Dryland,2.91,31565
Pulses,NABARD Loan,Gadag,Rainfed,2.45,19163
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.12,51711
Cotton,Crop Loan,Gadag,Dryland,2.65,40758
Wheat,Crop Loan,Vijayapura,Irrigated,2.28,29385
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,3.88,34575
Mango,Horticulture Loan,Kolar,Dryland,3.4,37586
Sugarcane,Agricultural Term Loan,Bagalkot,Irrigated,4.33,48038
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.49,80636
Banana,Horticulture Loan,Mysuru,Irrigated,2.04,48346
Beekeeping,Apiculture Loan,Shivamogga,Dryland,1.09,50743
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,1.17,68472
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,1.97,59771
Silk,Agricultural Term Loan,Ramanagara,Dryland,1.75,70788
Coffee,Plantation Development Loan,Hassan,Wetland,1.19,83337
Mango,Horticulture Loan,Kolar,Dryland,2.86,55582
Cotton,Crop Loan,Haveri,Dryland,3.5,43619
Floriculture,Floriculture Loan,Doddaballapura,Irrigated,0.9,77462
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,2.35,73403
Sugarcane,Agricultural Term Loan,Bagalkot,Irrigated,3.67,45891
Floriculture,Floriculture Loan,Tumakuru,Irrigated,1.34,74501
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.36,84161
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,2.25,79401
Mango,Organic Farming Loan,Ramanagara,Black cotton soil land,1.26,51297
Pulses,NABARD Loan,Raichur,Rainfed,1.82,21890
Fish Farming,Fisheries Loan,Udupi,Wetland,0.59,88361
Beekeeping,Apiculture Loan,Kodagu,Dryland,0.51,68630
Cotton,Kisan Credit Card,Gadag,Black cotton soil land,4.75,36811
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.16,92422
Floriculture,Floriculture Loan,Bengaluru Urban,Irrigated,1.22,74363
Wheat,PM Kisan Loan,Vijayapura,Irrigated,4.55,33693
Millets,PM Kisan Loan,Koppal,Dryland,3.01,16915
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,4.12,30063
Beekeeping,Agri Clinic Loan,Shivamogga,Forest edge,1.77,60039
Sugarcane,Agricultural Term Loan,Bagalkot,Irrigated,5.04,53018
Mango,Organic Farming Loan,Kolar,Black cotton soil land,3.92,44590
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,1.34,72443
Wheat,PM Kisan Loan,Bagalkot,Irrigated,2.63,31371
Cotton,Kisan Credit Card,Dharwad,Black cotton soil land,4.47,37510
Cotton,Kisan Credit Card,Gadag,Black cotton soil land,3.11,39965
Mango,Horticulture Loan,Kolar,Black cotton soil land,2.14,59162
Wheat,PM Kisan Loan,Kalaburagi,Dryland,3.28,30467
Banana,Horticulture Loan,Mysuru,Wetland,2.13,44024
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.29,89638
Silk,NABARD Loan,Kolar,Irrigated,1.6,62878
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.26,96125
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,2.01,52597
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,0.76,94418
Sugarcane,Irrigation Loan,Belagavi,Black cotton soil land,5.05,57095
Silk,Agricultural Term Loan,Kolar,Dryland,2.44,72236
Maize,Crop Loan,Davanagere,Dryland,3.26,33947
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,0.66,66738
Banana,Irrigation Loan,Mysuru,Irrigated,1.68,52284
Pulses,PM Kisan Loan,Dharwad,Dryland,1.1,20126
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,2.24,97526
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.89,53788
Sugarcane,Irrigation Loan,Bagalkot,Irrigated,4.84,51995
Banana,Horticulture Loan,Mysuru,Wetland,2.09,48555
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,2.91,45682
Rice,Irrigation Loan,Mandya,Wetland,1.15,35587
Mango,Horticulture Loan,Kolar,Black cotton soil land,2.69,38565
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.69,75441
Coffee,Plantation Development Loan,Hassan,Black cotton soil land,1.95,76816
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,1.07,35238
Groundnut,Crop Loan,Bengaluru Rural,Black cotton soil land,2.1,28822
Millets,Organic Farming Loan,Koppal,Rainfed,5.91,16726
Maize,Farm Mechanization Loan,Gadag,Rainfed,3.64,27752
Rice,Kisan Credit Card,Shivamogga,Irrigated,1.28,37973
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,2.29,88511
Organic Vegetables,Organic Farming Loan,Tumakuru,Dryland,2.7,36252
Millets,PM Kisan Loan,Chitradurga,Rainfed,3.03,17087
Wheat,Crop Loan,Kalaburagi,Dryland,3.85,33263
Floriculture,NABARD Loan,Tumakuru,Polyhouse,0.63,51312
Floriculture,NABARD Loan,Bengaluru Urban,Irrigated,1.73,66712
Millets,PM Kisan Loan,Tumakuru,Rainfed,2.44,20080
Cotton,Kisan Credit Card,Ballari,Black cotton soil land,4.62,33319
Mango,Organic Farming Loan,Ramanagara,Black cotton soil land,3.31,57151
Coffee,Plantation Development Loan,Chikkamagaluru,Wetland,1.08,80769
