CropType,Location,LandType,LandSize,Income,LoanName
Silk,Ramanagara,Dryland,2.15,68294,Agricultural Term Loan
Silk,Ramanagara,Irrigated,2.11,58607,Sericulture Loan
Silk,Ramanagara,Irrigated,3.0,74133,Agricultural Term Loan
Silk,Ramanagara,Dryland,1.14,72915,Agricultural Term Loan
Silk,Ramanagara,Dryland,1.39,59764,Sericulture Loan
Silk,Ramanagara,Irrigated,1.52,53955,Sericulture Loan
Silk,Ramanagara,Irrigated,2.48,54456,Sericulture Loan
Silk,Ramanagara,Dryland,2.08,60909,Sericulture Loan
Silk,Ramanagara,Dryland,2.15,68294,Agricultural Term Loan
Mango,Ramanagara,Dryland,2.37,59627,Organic Farming Loan
Silk,Ramanagara,Irrigated,2.89,63239,Sericulture Loan
Silk,Ramanagara,Irrigated,1.66,57941,Sericulture Loan
Silk,Ramanagara,Irrigated,1.2,52243,Agricultural Term Loan
Mango,Ramanagara,Dryland,1.87,57753,Horticulture Loan
Silk,Ramanagara,Irrigated,1.81,70829,NABARD Loan
Silk,Ramanagara,Dryland,2.73,56843,Agricultural Term Loan
Silk,Ramanagara,Dryland,1.09,55847,Sericulture Loan
Silk,Ramanagara,Dryland,1.8,68602,Agricultural Term Loan
Silk,Ramanagara,Dryland,2.84,67419,Sericulture Loan
Silk,Ramanagara,Dryland,2.63,70490,Sericulture Loan
Silk,Ramanagara,Irrigated,2.52,74247,Sericulture Loan
Mango,Ramanagara,Black cotton soil land,2.53,54121,Organic Farming Loan
Silk,Ramanagara,Dryland,2.81,59959,Sericulture Loan
Silk,Ramanagara,Dryland,2.26,70900,Agricultural Term Loan
Silk,Ramanagara,Dryland,2.81,59959,Sericulture Loan
Silk,Ramanagara,Irrigated,1.98,73916,NABARD Loan
Silk,Ramanagara,Dryland,1.72,61151,Sericulture Loan
Silk,Ramanagara,Irrigated,2.94,74717,Sericulture Loan
Silk,Ramanagara,Dryland,1.01,64069,Agricultural Term Loan
Silk,Ramanagara,Irrigated,1.41,65291,Sericulture Loan
Silk,Ramanagara,Dryland,1.65,59247,Sericulture Loan
Mango,Ramanagara,Black cotton soil land,2.67,39560,Horticulture Loan
Silk,Ramanagara,Irrigated,2.09,72256,Agricultural Term Loan
Beekeeping,Shivamogga,Forest edge,1.08,53568,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,0.88,60069,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,2.0,66070,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.35,50171,Agri Clinic Loan
Rice,Shivamogga,Irrigated,3.42,35529,Irrigation Loan
Beekeeping,Shivamogga,Dryland,1.19,59852,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.66,63746,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.08,53568,Agri Clinic Loan
Rice,Shivamogga,Irrigated,3.71,30227,Irrigation Loan
Beekeeping,Shivamogga,Forest edge,1.69,51930,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.07,67723,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.98,66377,Apiculture Loan
Rice,Shivamogga,Irrigated,3.61,38860,Kisan Credit Card
Beekeeping,Shivamogga,Forest edge,1.77,68752,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.19,64257,Agri Clinic Loan
Rice,Shivamogga,Wetland,3.09,31941,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,1.19,59852,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.74,61807,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.68,68611,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.1,63214,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.56,53874,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,0.96,69205,Apiculture Loan
Rice,Shivamogga,Irrigated,3.61,38860,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,1.68,68611,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.06,52511,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.79,69398,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.93,59809,Apiculture Loan
Rice,Shivamogga,Irrigated,3.81,37189,Irrigation Loan
Beekeeping,Shivamogga,Dryland,1.98,65026,Agri Clinic Loan
Rice,Shivamogga,Wetland,1.19,34348,Crop Loan
Rice,Shivamogga,Irrigated,1.68,30003,Irrigation Loan
Beekeeping,Shivamogga,Forest edge,1.64,67896,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,0.65,58314,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.73,57230,Apiculture Loan
Rice,Shivamogga,Wetland,3.62,38453,Irrigation Loan
Beekeeping,Shivamogga,Dryland,1.47,61439,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.2,61279,Agri Clinic Loan
Rice,Shivamogga,Irrigated,2.69,32366,Crop Loan
Rice,Shivamogga,Irrigated,1.63,34472,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,1.06,52511,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.56,58077,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.82,57719,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.65,68434,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.98,56737,Apiculture Loan
Rice,Shivamogga,Wetland,2.6,33474,Kisan Credit Card
Beekeeping,Shivamogga,Forest edge,1.62,57552,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.23,52050,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.24,66505,Agri Clinic Loan
Rice,Shivamogga,Irrigated,2.62,34357,Kisan Credit Card
Rice,Shivamogga,Wetland,3.49,33421,Irrigation Loan
Rice,Shivamogga,Wetland,3.04,31820,Kisan Credit Card
Rice,Shivamogga,Irrigated,3.07,39671,Crop Loan
Beekeeping,Shivamogga,Dryland,1.37,61334,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.74,55793,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.82,66064,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.78,51188,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.56,53956,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.74,55793,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.77,54168,Agri Clinic Loan
Rice,Shivamogga,Irrigated,2.39,31397,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,0.69,62223,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.53,69095,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.79,69398,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.25,55037,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.7,68380,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.35,67404,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.69,62223,Apiculture Loan
Rice,Shivamogga,Wetland,2.42,31258,Irrigation Loan
Rice,Shivamogga,Irrigated,3.02,34601,Irrigation Loan
Beekeeping,Shivamogga,Forest edge,1.19,61770,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.21,65625,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.69,55592,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.64,66911,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.83,67900,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.45,60630,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.56,53956,Agri Clinic Loan
Rice,Shivamogga,Irrigated,3.12,38163,Irrigation Loan
Beekeeping,Shivamogga,Forest edge,1.41,51169,Agri Clinic Loan
Rice,Shivamogga,Irrigated,3.17,31605,Kisan Credit Card
Beekeeping,Shivamogga,Forest edge,1.56,53956,Agri Clinic Loan
Rice,Shivamogga,Wetland,3.29,39827,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,1.12,68446,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.77,54168,Agri Clinic Loan
Rice,Shivamogga,Wetland,2.04,37220,Irrigation Loan
Beekeeping,Shivamogga,Forest edge,0.54,64726,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.4,52115,Apiculture Loan
Rice,Shivamogga,Wetland,3.37,32061,Kisan Credit Card
Rice,Shivamogga,Irrigated,3.42,35529,Irrigation Loan
Rice,Shivamogga,Wetland,3.04,31820,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,0.93,67989,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.32,62777,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.66,59487,Apiculture Loan
Rice,Shivamogga,Irrigated,2.79,31029,Irrigation Loan
Rice,Shivamogga,Wetland,1.03,34367,Crop Loan
Beekeeping,Shivamogga,Dryland,1.64,66911,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.14,52760,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.69,55592,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.52,56885,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.01,58384,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.73,63053,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.35,50171,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.66,58157,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.48,54491,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.83,65004,Agri Clinic Loan
Rice,Shivamogga,Irrigated,2.06,36974,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,0.82,57719,Apiculture Loan
Rice,Shivamogga,Irrigated,2.13,30648,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,0.65,68434,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.83,67900,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.77,60039,Agri Clinic Loan
Rice,Shivamogga,Irrigated,3.4,31801,Kisan Credit Card
Rice,Shivamogga,Irrigated,3.42,35529,Irrigation Loan
Beekeeping,Shivamogga,Dryland,1.83,65004,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,0.53,67137,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.02,60689,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.99,65230,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.39,65497,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.12,68446,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.1,63214,Apiculture Loan
Rice,Shivamogga,Wetland,3.04,31820,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,1.73,63053,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.66,63746,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.16,56701,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.75,60298,Apiculture Loan
Rice,Shivamogga,Wetland,3.49,33609,Kisan Credit Card
Rice,Shivamogga,Irrigated,2.68,34696,Irrigation Loan
Rice,Shivamogga,Irrigated,3.42,37293,Crop Loan
Beekeeping,Shivamogga,Dryland,1.32,61161,Apiculture Loan
Rice,Shivamogga,Irrigated,2.39,31397,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,1.24,58101,Apiculture Loan
Rice,Shivamogga,Wetland,3.11,36017,Crop Loan
Beekeeping,Shivamogga,Dryland,1.3,66320,Apiculture Loan
Rice,Shivamogga,Irrigated,2.62,34357,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,1.99,60233,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.93,67989,Agri Clinic Loan
Rice,Shivamogga,Irrigated,3.46,33553,Irrigation Loan
Rice,Shivamogga,Irrigated,3.42,35529,Irrigation Loan
Beekeeping,Shivamogga,Dryland,0.98,56737,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,0.54,64726,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.4,60992,Apiculture Loan
Rice,Shivamogga,Irrigated,3.66,38201,Irrigation Loan
Rice,Shivamogga,Wetland,2.01,31062,Crop Loan
Beekeeping,Shivamogga,Forest edge,0.94,56736,Apiculture Loan
Rice,Shivamogga,Wetland,2.53,35171,Kisan Credit Card
Rice,Shivamogga,Wetland,3.29,39827,Kisan Credit Card
Beekeeping,Shivamogga,Forest edge,1.38,58279,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.67,59639,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.53,69095,Agri Clinic Loan
Rice,Shivamogga,Wetland,1.87,32293,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,0.98,52964,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.7,68380,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.91,53308,Agri Clinic Loan
Rice,Shivamogga,Wetland,2.42,31258,Irrigation Loan
Beekeeping,Shivamogga,Dryland,0.98,52964,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.52,56885,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,0.67,60616,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.2,61279,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.3,66320,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.35,67404,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,0.61,52498,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.41,51169,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.77,60039,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.85,51115,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.93,67989,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.51,64299,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.64,66911,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,1.69,51930,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.67,59639,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.58,61610,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.35,65112,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.52,58162,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.63,64992,Agri Clinic Loan
Rice,Shivamogga,Irrigated,1.28,37973,Kisan Credit Card
Beekeeping,Shivamogga,Forest edge,1.77,60039,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,0.65,58314,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,1.64,66911,Agri Clinic Loan
Rice,Shivamogga,Irrigated,1.98,34502,Kisan Credit Card
Rice,Shivamogga,Irrigated,2.29,35920,Kisan Credit Card
Rice,Shivamogga,Irrigated,1.74,31543,Kisan Credit Card
Beekeeping,Shivamogga,Dryland,1.95,68076,Apiculture Loan
Beekeeping,Shivamogga,Forest edge,1.91,53308,Agri Clinic Loan
Beekeeping,Shivamogga,Dryland,0.71,61662,Agri Clinic Loan
Beekeeping,Shivamogga,Forest edge,0.95,67417,Apiculture Loan
Rice,Shivamogga,Irrigated,1.73,35614,Kisan Credit Card
Rice,Shivamogga,Irrigated,3.71,30227,Irrigation Loan
Beekeeping,Shivamogga,Dryland,1.24,58101,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.78,61862,Apiculture Loan
Beekeeping,Shivamogga,Dryland,0.65,68434,Apiculture Loan
Beekeeping,Shivamogga,Dryland,1.67,59639,Agri Clinic Loan
Rice,Shivamogga,Wetland,2.5,34902,Kisan Credit Card
Coconut,Tumakuru,Coastal loamy,2.29,58049,Agri Infrastructure Loan
Floriculture,Tumakuru,Irrigated,0.84,62181,Floriculture Loan
Millets,Tumakuru,Dryland,3.73,19548,Soil Health Card Loan
Floriculture,Tumakuru,Polyhouse,1.55,53732,Floriculture Loan
Millets,Tumakuru,Rainfed,3.7,16376,Organic Farming Loan
Floriculture,Tumakuru,Irrigated,0.71,56509,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.22,77052,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.52,78760,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.99,70879,Floriculture Loan
Groundnut,Tumakuru,Dryland,3.37,28446,Crop Loan
Groundnut,Tumakuru,Dryland,2.92,34433,Crop Loan
Coconut,Tumakuru,Irrigated,1.81,56691,Plantation Loan
Floriculture,Tumakuru,Irrigated,1.94,72929,Floriculture Loan
Coconut,Tumakuru,Irrigated,1.11,49589,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.61,47164,Agri Infrastructure Loan
Groundnut,Tumakuru,Dryland,2.35,30235,Crop Loan
Coconut,Tumakuru,Irrigated,3.28,41277,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.76,59668,Plantation Loan
Coconut,Tumakuru,Irrigated,1.88,51032,Agri Infrastructure Loan
Coconut,Tumakuru,Irrigated,2.44,51392,Plantation Loan
Millets,Tumakuru,Dryland,2.93,20274,Soil Health Card Loan
Millets,Tumakuru,Rainfed,2.89,15663,PM Kisan Loan
Millets,Tumakuru,Rainfed,2.97,21972,PM Kisan Loan
Millets,Tumakuru,Rainfed,5.09,20334,PM Kisan Loan
Coconut,Tumakuru,Coastal loamy,2.19,53887,Plantation Loan
Millets,Tumakuru,Dryland,5.35,18294,Soil Health Card Loan
Coconut,Tumakuru,Coastal loamy,1.32,46046,Agri Infrastructure Loan
Floriculture,Tumakuru,Polyhouse,1.19,62634,NABARD Loan
Coconut,Tumakuru,Irrigated,3.09,48115,Plantation Loan
Floriculture,Tumakuru,Polyhouse,1.38,62943,NABARD Loan
Floriculture,Tumakuru,Irrigated,1.31,76583,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.87,74329,Floriculture Loan
Organic Vegetables,Tumakuru,Dryland,1.09,41985,Horticulture Loan
Millets,Tumakuru,Rainfed,2.59,16283,Soil Health Card Loan
Groundnut,Tumakuru,Black cotton soil land,2.11,34124,Organic Farming Loan
Floriculture,Tumakuru,Polyhouse,0.8,56518,Floriculture Loan
Groundnut,Tumakuru,Black cotton soil land,2.43,34797,Crop Loan
Coconut,Tumakuru,Coastal loamy,3.27,42130,Agri Infrastructure Loan
Groundnut,Tumakuru,Dryland,3.17,33912,Crop Loan
Floriculture,Tumakuru,Polyhouse,0.8,56518,Floriculture Loan
Millets,Tumakuru,Rainfed,4.77,16273,Organic Farming Loan
Millets,Tumakuru,Dryland,2.46,16268,Soil Health Card Loan
Millets,Tumakuru,Dryland,4.37,18897,Soil Health Card Loan
Floriculture,Tumakuru,Irrigated,1.08,67011,Floriculture Loan
Floriculture,Tumakuru,Irrigated,1.27,79652,Floriculture Loan
Coconut,Tumakuru,Coastal loamy,2.02,43624,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.6,57733,Plantation Loan
Floriculture,Tumakuru,Irrigated,0.84,62181,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.38,71008,Floriculture Loan
Coconut,Tumakuru,Coastal loamy,1.68,58227,Agri Infrastructure Loan
Millets,Tumakuru,Rainfed,2.42,18694,Soil Health Card Loan
Floriculture,Tumakuru,Polyhouse,1.98,70048,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.98,59429,Floriculture Loan
Floriculture,Tumakuru,Irrigated,1.55,76481,Floriculture Loan
Millets,Tumakuru,Dryland,4.37,18897,Soil Health Card Loan
Millets,Tumakuru,Dryland,4.37,18897,Soil Health Card Loan
Organic Vegetables,Tumakuru,Irrigated,1.58,41672,Organic Farming Loan
Groundnut,Tumakuru,Black cotton soil land,4.92,32280,Crop Loan
Organic Vegetables,Tumakuru,Irrigated,2.57,44514,Horticulture Loan
Floriculture,Tumakuru,Irrigated,1.62,51767,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.75,71856,Floriculture Loan
Floriculture,Tumakuru,Irrigated,1.87,67885,Floriculture Loan
Coconut,Tumakuru,Coastal loamy,3.67,49955,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.55,48289,Agri Infrastructure Loan
Floriculture,Tumakuru,Irrigated,0.75,72696,Floriculture Loan
Organic Vegetables,Tumakuru,Irrigated,1.74,42560,Horticulture Loan
Groundnut,Tumakuru,Black cotton soil land,2.5,29138,Crop Loan
Groundnut,Tumakuru,Dryland,4.04,20532,Crop Loan
Millets,Tumakuru,Dryland,5.35,18294,Soil Health Card Loan
Floriculture,Tumakuru,Polyhouse,0.55,58873,NABARD Loan
Groundnut,Tumakuru,Black cotton soil land,2.81,30203,Organic Farming Loan
Floriculture,Tumakuru,Irrigated,1.6,67224,Floriculture Loan
Organic Vegetables,Tumakuru,Dryland,1.75,45073,Horticulture Loan
Coconut,Tumakuru,Irrigated,3.88,52799,Agri Infrastructure Loan
Groundnut,Tumakuru,Dryland,4.87,28318,Organic Farming Loan
Groundnut,Tumakuru,Black cotton soil land,4.76,34941,Organic Farming Loan
Coconut,Tumakuru,Coastal loamy,1.77,54791,Agri Infrastructure Loan
Coconut,Tumakuru,Irrigated,3.8,40339,Plantation Loan
Coconut,Tumakuru,Irrigated,3.28,41277,Agri Infrastructure Loan
Millets,Tumakuru,Dryland,5.78,18549,Soil Health Card Loan
Coconut,Tumakuru,Coastal loamy,2.71,45206,Agri Infrastructure Loan
Millets,Tumakuru,Rainfed,5.43,20576,Soil Health Card Loan
Floriculture,Tumakuru,Irrigated,0.56,69410,Floriculture Loan
Millets,Tumakuru,Rainfed,2.1,19708,Soil Health Card Loan
Millets,Tumakuru,Rainfed,5.43,20576,Soil Health Card Loan
Coconut,Tumakuru,Irrigated,2.89,47830,Agri Infrastructure Loan
Millets,Tumakuru,Rainfed,4.42,21058,Soil Health Card Loan
Floriculture,Tumakuru,Irrigated,0.56,69410,Floriculture Loan
Coconut,Tumakuru,Irrigated,1.81,56691,Plantation Loan
Coconut,Tumakuru,Irrigated,2.95,42265,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.92,57398,Plantation Loan
Floriculture,Tumakuru,Polyhouse,1.27,63184,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.86,70562,Floriculture Loan
Groundnut,Tumakuru,Dryland,2.94,24861,Organic Farming Loan
Millets,Tumakuru,Dryland,3.45,20787,Soil Health Card Loan
Millets,Tumakuru,Rainfed,5.87,20582,Soil Health Card Loan
Floriculture,Tumakuru,Polyhouse,1.56,65299,Floriculture Loan
Millets,Tumakuru,Rainfed,3.9,21916,PM Kisan Loan
Organic Vegetables,Tumakuru,Dryland,1.7,48355,Organic Farming Loan
Organic Vegetables,Tumakuru,Irrigated,2.03,47606,Organic Farming Loan
Floriculture,Tumakuru,Irrigated,1.34,74501,Floriculture Loan
Coconut,Tumakuru,Coastal loamy,3.92,57398,Plantation Loan
Organic Vegetables,Tumakuru,Dryland,2.96,38189,Horticulture Loan
Millets,Tumakuru,Dryland,2.93,20274,Soil Health Card Loan
Coconut,Tumakuru,Coastal loamy,1.17,58644,Agri Infrastructure Loan
Floriculture,Tumakuru,Polyhouse,1.86,71622,Floriculture Loan
Coconut,Tumakuru,Coastal loamy,1.65,51640,Plantation Loan
Coconut,Tumakuru,Irrigated,3.7,45772,Plantation Loan
Floriculture,Tumakuru,Polyhouse,0.75,67799,Floriculture Loan
Millets,Tumakuru,Rainfed,2.27,17367,Soil Health Card Loan
Coconut,Tumakuru,Irrigated,3.79,56629,Plantation Loan
Coconut,Tumakuru,Irrigated,2.0,48199,Plantation Loan
Millets,Tumakuru,Dryland,2.61,16644,Soil Health Card Loan
Coconut,Tumakuru,Irrigated,1.75,57975,Agri Infrastructure Loan
Organic Vegetables,Tumakuru,Irrigated,1.27,45055,Organic Farming Loan
Floriculture,Tumakuru,Irrigated,0.93,57246,Floriculture Loan
Floriculture,Tumakuru,Irrigated,0.75,66170,Floriculture Loan
Millets,Tumakuru,Dryland,2.27,16804,Soil Health Card Loan
Organic Vegetables,Tumakuru,Irrigated,1.02,47429,Organic Farming Loan
Groundnut,Tumakuru,Dryland,3.35,23088,Crop Loan
Coconut,Tumakuru,Irrigated,3.8,40339,Plantation Loan
Coconut,Tumakuru,Irrigated,3.1,45020,Agri Infrastructure Loan
Floriculture,Tumakuru,Irrigated,1.42,78235,Floriculture Loan
Organic Vegetables,Tumakuru,Irrigated,1.8,45210,Organic Farming Loan
Organic Vegetables,Tumakuru,Irrigated,1.17,36169,Horticulture Loan
Millets,Tumakuru,Dryland,3.11,18127,PM Kisan Loan
Floriculture,Tumakuru,Irrigated,1.27,63546,Floriculture Loan
Floriculture,Tumakuru,Irrigated,1.41,53974,Floriculture Loan
Millets,Tumakuru,Dryland,4.46,21857,Soil Health Card Loan
Organic Vegetables,Tumakuru,Dryland,1.44,48302,Horticulture Loan
Coconut,Tumakuru,Irrigated,3.7,45772,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.88,47139,Agri Infrastructure Loan
Organic Vegetables,Tumakuru,Irrigated,1.5,36888,Horticulture Loan
Coconut,Tumakuru,Coastal loamy,1.89,54731,Plantation Loan
Floriculture,Tumakuru,Polyhouse,0.71,76540,Floriculture Loan
Coconut,Tumakuru,Coastal loamy,2.85,57277,Plantation Loan
Floriculture,Tumakuru,Polyhouse,1.98,70048,Floriculture Loan
Millets,Tumakuru,Dryland,4.52,20157,PM Kisan Loan
Millets,Tumakuru,Dryland,2.8,21114,Soil Health Card Loan
Millets,Tumakuru,Rainfed,5.14,17206,Soil Health Card Loan
Coconut,Tumakuru,Coastal loamy,3.49,47738,Plantation Loan
Groundnut,Tumakuru,Black cotton soil land,3.58,23093,Crop Loan
Groundnut,Tumakuru,Black cotton soil land,3.3,23152,Organic Farming Loan
Millets,Tumakuru,Rainfed,4.89,19064,Soil Health Card Loan
Floriculture,Tumakuru,Polyhouse,0.62,71801,Floriculture Loan
Millets,Tumakuru,Rainfed,4.72,18914,Soil Health Card Loan
Coconut,Tumakuru,Irrigated,3.73,44989,Plantation Loan
Coconut,Tumakuru,Irrigated,2.71,46940,Agri Infrastructure Loan
Organic Vegetables,Tumakuru,Dryland,1.69,40144,Horticulture Loan
Floriculture,Tumakuru,Polyhouse,1.26,62887,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.13,78574,NABARD Loan
Coconut,Tumakuru,Irrigated,2.22,58552,Plantation Loan
Floriculture,Tumakuru,Irrigated,1.94,72929,Floriculture Loan
Floriculture,Tumakuru,Irrigated,1.77,68834,Floriculture Loan
Floriculture,Tumakuru,Irrigated,1.27,79652,Floriculture Loan
Coconut,Tumakuru,Irrigated,1.26,45468,Agri Infrastructure Loan
Floriculture,Tumakuru,Polyhouse,0.98,59865,Floriculture Loan
Coconut,Tumakuru,Irrigated,3.92,46316,Plantation Loan
Millets,Tumakuru,Rainfed,5.24,18128,Soil Health Card Loan
Millets,Tumakuru,Dryland,3.65,20423,Soil Health Card Loan
Millets,Tumakuru,Dryland,4.68,20791,PM Kisan Loan
Coconut,Tumakuru,Coastal loamy,1.94,51937,Agri Infrastructure Loan
Floriculture,Tumakuru,Irrigated,0.85,79162,Floriculture Loan
Floriculture,Tumakuru,Irrigated,1.94,72929,Floriculture Loan
Coconut,Tumakuru,Coastal loamy,1.18,54058,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.77,41243,Plantation Loan
Floriculture,Tumakuru,Polyhouse,1.28,76183,Floriculture Loan
Coconut,Tumakuru,Coastal loamy,1.58,58766,Plantation Loan
Millets,Tumakuru,Dryland,4.81,16798,Soil Health Card Loan
Organic Vegetables,Tumakuru,Dryland,2.7,36252,Organic Farming Loan
Organic Vegetables,Tumakuru,Irrigated,1.94,47607,Organic Farming Loan
Floriculture,Tumakuru,Irrigated,1.96,73656,Floriculture Loan
