CropType,Location,LandType,LandSize,Income,LoanName
Floriculture,Tumakuru,Polyhouse,0.93,69447,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.26,63625,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.21,51454,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.12,76112,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.39,77870,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.72,72070,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.71,50340,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.79,61268,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.65,51163,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.7,51653,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.8,50763,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.5,58131,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.14,68940,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.68,56453,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.73,57462,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.85,73904,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.17,66934,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,2.0,63477,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.89,56667,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.68,59141,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.55,71686,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.34,69416,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.94,73810,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.03,55683,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.51,56839,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.88,73410,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.01,66757,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.97,73271,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.58,78471,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.91,72278,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.41,62679,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.94,58408,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.98,53416,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.14,52106,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.99,74240,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.97,73271,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.94,58408,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.95,60231,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.66,61225,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.94,77351,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.81,71462,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.58,78471,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.87,71651,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.49,51471,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.8,58400,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.91,72278,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.85,63379,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.61,74165,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.78,58515,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.57,52985,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.07,71213,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.62,64152,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.55,71686,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.23,68163,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.26,63625,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.27,55343,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.75,78034,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.78,58527,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.95,67406,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.4,71020,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.9,70826,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.75,61235,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.59,67911,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.69,53888,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.97,73271,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.79,51567,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.7,56076,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.04,62296,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.67,74406,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.91,66221,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.62,54262,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.56,53347,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.27,55343,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.66,61225,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.51,66374,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.7,51882,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.94,63758,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.75,66020,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.96,51892,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.87,66309,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.55,71686,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.23,51764,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.21,51551,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.58,78471,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.51,75474,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.94,73810,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.99,50984,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.94,58408,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.72,54606,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.7,51882,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.95,56128,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.59,65333,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.84,53979,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.73,56455,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.91,63502,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.76,72999,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.89,70360,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.99,50984,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.8,64780,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.89,59720,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.95,67898,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.95,67898,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.43,51277,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.65,67740,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.62,58126,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.62,53035,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.9,74696,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.81,66904,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.21,51551,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.97,73271,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.51,75474,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.7,52339,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.52,78246,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.58,63220,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.5,66088,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.36,60814,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.82,65588,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.56,53347,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.62,59950,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.8,64780,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.94,63758,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.64,55990,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.34,69416,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.93,69447,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.4,51324,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.99,66526,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.55,77352,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.95,56128,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.85,62080,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.46,79317,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.75,78034,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.97,79099,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.88,58644,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.94,63758,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.79,54854,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.17,61110,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.75,55691,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.89,70360,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.12,57169,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.77,74652,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.69,76832,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.97,63354,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.52,51648,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.88,58644,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.79,63900,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.79,63900,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.94,73810,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.49,51471,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.43,51277,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.38,55721,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.58,63220,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.76,54438,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.79,61268,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.29,54451,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.81,66904,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.94,73810,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.76,67765,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.8,58400,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.46,59510,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.58,78471,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.01,66757,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.8,64780,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.4,71020,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.76,67765,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.81,71462,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.95,53411,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.18,65289,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.65,67740,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.73,56455,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.39,77870,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.91,63502,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.05,65759,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.64,55990,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.89,70360,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.76,70720,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.72,56936,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.74,52812,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.01,77092,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.89,59720,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.69,53888,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.7,51653,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.23,51764,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.5,56625,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.22,59234,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.01,66757,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.28,64149,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.79,54854,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.78,58515,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.35,57625,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.91,63502,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.95,56128,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.94,73810,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.4,71020,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.99,50984,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.06,57980,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.07,71213,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.96,51892,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.63,77360,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.67,74406,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.19,58106,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.63,70528,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.8,50763,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.15,71509,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.67,75214,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.66,61225,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.85,79469,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.89,59720,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.94,63758,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.07,57873,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.86,54569,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.21,51551,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.44,53171,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.26,63625,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.83,74475,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.17,66934,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.93,69447,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.97,73271,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.26,57585,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.67,67922,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.82,71687,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.95,60231,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.81,66904,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.83,79235,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.57,52985,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.56,53347,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.68,57339,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.8,64780,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.86,54569,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.62,58126,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.67,75214,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.17,66934,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.85,79469,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.23,51764,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.55,68737,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.76,67765,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.51,66374,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.19,58106,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.89,70360,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.82,65588,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.57,52985,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.92,51951,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.91,72278,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.39,77870,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.81,66904,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.82,71687,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.98,53416,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.97,73271,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.55,71686,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.3,53301,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.85,73904,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.35,54706,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.68,57339,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.95,56128,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.74,77680,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.95,53411,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.73,77182,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.75,79382,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.99,50984,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.78,58515,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.33,74172,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.85,62080,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.58,78471,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.43,51277,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.64,64370,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.83,74475,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.7,52339,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.8,79739,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.46,79317,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.4,51324,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.07,71213,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.7,51653,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.3,53301,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.94,56355,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.52,52242,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.83,79235,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.14,68940,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.81,71462,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.72,72070,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.89,56667,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.51,75474,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.26,63625,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.79,61268,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.85,62080,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.95,60231,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.23,51764,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.26,63625,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.35,57625,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.26,63625,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.56,53347,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.4,51324,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.76,72999,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.87,71651,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.65,79030,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.94,56355,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.07,57873,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.52,52242,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.82,65588,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.42,71326,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.77,74652,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.65,79030,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.25,63961,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.42,71326,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.72,54606,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.23,51764,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.83,79235,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.19,58106,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.73,56455,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.75,61235,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.45,54296,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.99,74240,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.78,54112,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.88,73410,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.66,61225,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.65,67740,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.79,54854,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.59,78631,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.85,50504,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.9,50364,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.7,51653,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.85,50504,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.17,60818,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.57,52985,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.92,57864,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.68,59141,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.81,71462,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.62,64152,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.82,65588,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.71,58663,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.93,70894,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.22,59234,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.4,71020,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.72,72070,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.73,77182,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.5,66088,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.9,50364,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.46,79317,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.59,67911,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.83,53188,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.15,71509,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.91,67410,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.95,60231,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.59,67911,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.43,67206,NABARD Loan
Floriculture,Tumakuru,Polyhouse,1.4,71020,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.02,62380,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.36,60814,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.89,59720,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.99,73730,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.9,74094,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.46,59462,NABARD Loan
Floriculture,Tumakuru,Polyhouse,0.83,74475,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.89,56667,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.03,55265,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.32,57583,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.73,56455,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,0.69,53888,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.94,56355,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.82,65588,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.52,66678,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.17,66934,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.76,72999,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.53,62565,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,0.8,74726,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.95,70440,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.34,57427,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,0.91,72278,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,0.75,66020,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.85,79469,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.8,79739,NABARD Loan
Floriculture,Bengaluru Urban,Polyhouse,1.91,63502,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.17,60818,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,0.93,69447,Floriculture Loan
Floriculture,Bengaluru Urban,Polyhouse,1.7,51882,NABARD Loan
Floriculture,Doddaballapura,Polyhouse,1.14,68940,Floriculture Loan
Floriculture,Doddaballapura,Polyhouse,1.72,56936,Floriculture Loan
Floriculture,Tumakuru,Polyhouse,1.95,74145,NABARD Loan
